"TIME","GEO","UNIT","Value","Flag and Footnotes"
"2015","DEA5B","PER_KM2","225.6",""
"2015","DEA5C","PER_KM2","725.4",""
"2015","DEB","PER_KM2","203.1",""
"2015","DEB1","PER_KM2","183.6",""
"2015","DEB11","PER_KM2","1,066.8",""
"2015","DEB12","PER_KM2","161.6",""
"2015","DEB13","PER_KM2","200.5",""
"2015","DEB14","PER_KM2","181.0",""
"2015","DEB15","PER_KM2","103.7",""
"2015","DEB17","PER_KM2","258.2",""
"2015","DEB18","PER_KM2","287.1",""
"2015","DEB1A","PER_KM2","156.7",""
"2015","DEB1B","PER_KM2","201.9",""
"2015","DEB1C","PER_KM2","86.4",""
"2015","DEB1D","PER_KM2","106.1",""
"2015","DEB2","PER_KM2","107.0",""
"2015","DEB21","PER_KM2","954.6",""
"2015","DEB22","PER_KM2","95.4",""
"2015","DEB23","PER_KM2","59.5",""
"2015","DEB24","PER_KM2","66.6",""
"2015","DEB25","PER_KM2","133.0",""
"2015","DEB3","PER_KM2","295.1",""
"2015","DEB31","PER_KM2","1,091.9",""
"2015","DEB32","PER_KM2","699.7",""
"2015","DEB33","PER_KM2","541.1",""
"2015","DEB34","PER_KM2","2,133.4",""
"2015","DEB35","PER_KM2","2,126.4",""
"2015","DEB36","PER_KM2","451.1",""
"2015","DEB37","PER_KM2","657.1",""
"2015","DEB38","PER_KM2","1,164.4",""
"2015","DEB39","PER_KM2","748.2",""
"2015","DEB3A","PER_KM2","480.8",""
"2015","DEB3B","PER_KM2","215.4",""
"2015","DEB3C","PER_KM2","221.6",""
"2015","DEB3D","PER_KM2","116.4",""
"2015","DEB3E","PER_KM2","273.8",""
"2015","DEB3F","PER_KM2","163.5",""
"2015","DEB3G","PER_KM2","123.6",""
"2015","DEB3H","PER_KM2","172.1",""
"2015","DEB3I","PER_KM2","494.4",""
"2015","DEB3J","PER_KM2","341.5",""
"2015","DEB3K","PER_KM2","101.1",""
"2015","DEC","PER_KM2","386.0",""
"2015","DEC0","PER_KM2","386.0",""
"2015","DEC01","PER_KM2","794.4",""
"2015","DEC02","PER_KM2","185.8",""
"2015","DEC03","PER_KM2","533.5",""
"2015","DEC04","PER_KM2","427.7",""
"2015","DEC05","PER_KM2","344.6",""
"2015","DEC06","PER_KM2","186.1",""
"2015","DED","PER_KM2","220.6",""
"2015","DED2","PER_KM2","201.1",""
"2015","DED21","PER_KM2","1,646.5",""
"2015","DED2C","PER_KM2","127.9",""
"2015","DED2D","PER_KM2","123.2",""
"2015","DED2E","PER_KM2","168.0",""
"2015","DED2F","PER_KM2","149.1",""
"2015","DED4","PER_KM2","224.3",""
"2015","DED41","PER_KM2","1,113.5",""
"2015","DED42","PER_KM2","190.7",""
"2015","DED43","PER_KM2","147.7",""
"2015","DED44","PER_KM2","164.6",""
"2015","DED45","PER_KM2","341.9",""
"2015","DED5","PER_KM2","253.4",""
"2015","DED51","PER_KM2","1,853.9",""
"2015","DED52","PER_KM2","156.3",""
"2015","DED53","PER_KM2","97.3",""
"2015","DEE","PER_KM2","109.5",""
"2015","DEE0","PER_KM2","109.5",""
"2015","DEE01","PER_KM2","338.7",""
"2015","DEE02","PER_KM2","1,738.7",""
"2015","DEE03","PER_KM2","1,164.3",""
"2015","DEE04","PER_KM2","37.6",""
"2015","DEE05","PER_KM2","113.4",""
"2015","DEE06","PER_KM2","58.0",""
"2015","DEE07","PER_KM2","73.2",""
"2015","DEE08","PER_KM2","130.2",""
"2015","DEE09","PER_KM2","104.7",""
"2015","DEE0A","PER_KM2","97.8",""
"2015","DEE0B","PER_KM2","130.0",""
"2015","DEE0C","PER_KM2","137.9",""
"2015","DEE0D","PER_KM2","47.4",""
"2015","DEE0E","PER_KM2","66.6",""
"2015","DEF","PER_KM2","180.0",""
"2015","DEF0","PER_KM2","180.0",""
"2015","DEF01","PER_KM2","1,496.8",""
"2015","DEF02","PER_KM2","2,056.5",""
"2015","DEF03","PER_KM2","1,006.2",""
"2015","DEF04","PER_KM2","1,088.8",""
"2015","DEF05","PER_KM2","93.0",""
"2015","DEF06","PER_KM2","151.9",""
"2015","DEF07","PER_KM2","78.3",""
"2015","DEF08","PER_KM2","142.8",""
"2015","DEF09","PER_KM2","460.5",""
"2015","DEF0A","PER_KM2","117.8",""
"2015","DEF0B","PER_KM2","123.1",""
"2015","DEF0C","PER_KM2","94.7",""
"2015","DEF0D","PER_KM2","198.1",""
"2015","DEF0E","PER_KM2","123.9",""
"2015","DEF0F","PER_KM2","310.9",""
"2015","DEG","PER_KM2","133.6",""
"2015","DEG0","PER_KM2","133.6",""
"2015","DEG01","PER_KM2","771.0",""
"2015","DEG02","PER_KM2","626.7",""
"2015","DEG03","PER_KM2","946.7",""
"2015","DEG04","PER_KM2","354.3",""
"2015","DEG05","PER_KM2","759.6",""
"2015","DEG06","PER_KM2","107.1",""
"2015","DEG07","PER_KM2","119.3",""
"2015","DEG09","PER_KM2","106.7",""
"2015","DEG0A","PER_KM2","74.3",""
"2015","DEG0B","PER_KM2","103.1",""
"2015","DEG0C","PER_KM2","145.4",""
"2015","DEG0D","PER_KM2","87.4",""
"2015","DEG0E","PER_KM2","68.9",""
"2015","DEG0F","PER_KM2","129.5",""
"2015","DEG0G","PER_KM2","101.8",""
"2015","DEG0H","PER_KM2","130.9",""
"2015","DEG0I","PER_KM2","105.7",""
"2015","DEG0J","PER_KM2","104.4",""
"2015","DEG0K","PER_KM2","72.0",""
"2015","DEG0L","PER_KM2","119.7",""
"2015","DEG0M","PER_KM2","162.6",""
"2015","DEG0N","PER_KM2","405.3",""
"2015","DEG0P","PER_KM2","96.2",""
"2015","EE","PER_KM2","30.3",""
"2015","EE0","PER_KM2","30.3",""
"2015","EE00","PER_KM2","30.3",""
"2015","EE001","PER_KM2","132.5",""
"2015","EE004","PER_KM2","13.6",""
"2015","EE006","PER_KM2","13.8",""
"2015","EE007","PER_KM2","43.9",""
"2015","EE008","PER_KM2","20.5",""
"2015","IE","PER_KM2","68.5",""
"2015","IE0","PER_KM2","68.5",""
"2015","IE04","PER_KM2","33.5",""
"2015","IE041","PER_KM2","34.9",""
"2015","IE042","PER_KM2","32.4",""
"2015","IE05","PER_KM2","53.5",""
"2015","IE051","PER_KM2","46.8",""
"2015","IE052","PER_KM2","58.3",""
"2015","IE053","PER_KM2","56.1",""
"2015","IE06","PER_KM2","160.4",""
"2015","IE061","PER_KM2","1,428.4",""
"2015","IE062","PER_KM2","99.6",""
"2015","IE063","PER_KM2","44.7",""
"2015","EL","PER_KM2","82.7",""
"2015","EL3","PER_KM2","999.0",""
"2015","EL30","PER_KM2","999.0",""
"2015","EL301","PER_KM2","4,280.6",""
"2015","EL302","PER_KM2","7,206.2",""
"2015","EL303","PER_KM2","10,932.2",""
"2015","EL304","PER_KM2","7,712.6",""
"2015","EL305","PER_KM2","364.8",""
"2015","EL306","PER_KM2","175.6",""
"2015","EL307","PER_KM2","553.1",""
"2015","EL4","PER_KM2","66.7",""
"2015","EL41","PER_KM2","51.6",""
"2015","EL411","PER_KM2","47.5",""
"2015","EL412","PER_KM2","54.3",""
"2015","EL413","PER_KM2","58.9",""
"2015","EL42","PER_KM2","63.3",""
